medcode,readcode,readterm,minormalformation,subgroup
99447,pb6y500,hypoplasia of gallbladder,,Digestive
46723,pb6y600,atrophy of left lobe of liver,,Digestive
65590,pb6y700,congenital dilation of bile duct,,Digestive
104752,pb6y800,congenital diverticulum of bile duct,,Digestive
21784,pb6y900,liver hyperplasia,,Digestive
66182,pb6yw00,other congenital anomaly of liver,,Digestive
18752,pb6yw11,liver hamartoma,,Other
22504,pb6yw12,abnormal liver lobulation,,Digestive
110299,pb6yw13,trilobular liver,,Digestive
46106,pb6yx00,other congenital anomaly of gallbladder,,Digestive
94116,pb6yy00,other congenital anomaly of hepatic or bile ducts,,Digestive
23432,pb6yz00,other liver or biliary system anomalies nos,,Digestive
55806,pb6z.00,liver or biliary system anomalies nos,,Digestive
18680,pb7..00,anomalies of pancreas,,Digestive
61593,pb72.00,hypoplasia of pancreas,,Digestive
67373,pb73.00,accessory pancreas,,Digestive
31467,pb74.00,annular pancreas,,Digestive
63612,pb75.00,ectopic pancreas,,Digestive
59309,pb76.00,pancreatic heterotopia,,Digestive
49534,pb77.00,"pancreatic cyst, congenital",,Digestive
54778,pb7y.00,other specified anomalies of pancreas,,Digestive
30055,pb7z.00,anomalies of pancreas nos,,Digestive
71358,pby..00,other specified digestive system anomalies,,Digestive
60738,pby0.00,congenital absence of digestive system nos,,Digestive
51485,pby1.00,duplication of digestive system nos,,Digestive
39277,pby2.00,congenital malposition of digestive system nos,,Digestive
97491,pby2.11,ectopic digestive organs nos,,Digestive
27341,pbyz.00,other specified digestive system anomalies nos,,Digestive
73044,pbz..00,digestive system anomalies nos,,Digestive
44969,pc...00,congenital genital organ anomalies,,Genital
16696,pc0..00,anomalies of ovaries,,Genital
42571,pc00.00,congenital absence of ovary,,Genital
49230,pc00.11,agenesis of ovary,,Genital
52478,pc02.00,ectopic ovary,,Genital
17505,pc04.00,developmental ovarian cyst,Yes,Genital
52508,pc05.00,congenital torsion of ovary,,Genital
108796,pc0y.00,other specified congenital anomalies of ovaries,,Genital
106909,pc0y.11,congenital ovarian dysplasia,,Genital
71842,pc0z.00,congenital anomalies of ovaries nos,,Genital
35862,pc1..00,fallopian tube and broad ligament anomalies,,Genital
45459,pc10.00,"fallopian tube and broad ligament anomalies, unspecified",,Genital
5745,pc11.00,embryonic cyst of fallopian tube and broad ligament,,Genital
27708,pc11.11,cyst of mesenteric remnant,,Genital
64055,pc11000,epoophoron cyst,,Genital
10524,pc11100,fimbrial cyst,,Genital
16519,pc11200,gartner's duct cyst,,Genital
109824,pc11211,persistent gartner's duct,,Genital
37765,pc11300,parovarian cyst,,Genital
72662,pc11z00,embryonic cyst of fallopian tube or broad ligament nos,,Genital
94779,pc1y.00,other fallopian tube and broad ligament anomalies,,Genital
31835,pc1y000,congenital absence of fallopian tube,,Genital
60751,pc1y100,accessory fallopian tube,,Genital
61770,pc1y200,atresia of fallopian tube,,Genital
99587,pc1y300,absent broad ligament,,Genital
31924,pc1y400,accessory broad ligament,,Genital
103718,pc1yz00,other fallopian tube or broad ligament anomalies nos,,Genital
50263,pc1z.00,fallopian tube or broad ligament anomalies nos,,Genital
1210,pc2..00,doubling of uterus,,Genital
27316,pc20.00,"doubling of uterus, unspecified",,Genital
34376,pc21.00,didelphic uterus,,Genital
56096,pc22.00,"doubling of uterus, including cervix and vagina",,Genital
73444,pc2z.00,doubling of uterus nos,,Genital
29548,pc3..00,other anomalies of uterus,,Genital
5420,pc30.00,congenital absence of uterus,,Genital
46449,pc31.00,agenesis of uterus,,Genital
36724,pc32.00,aplasia of uterus,,Genital
3313,pc33.00,bicornuate uterus,,Genital
22190,pc34.00,uterus unicornis,,Genital
23551,pc35.00,displaced uterus,,Genital
10682,pc35.11,congenital prolapse of uterus,,Genital
28990,pc36.00,fistulae involving uterus with digestive or urinary tract,,Genital
73606,pc36100,"uterovesical fistula, congenital",,Genital
34020,pc36z00,fistula involving uterus with digestive or urinary tract nos,,Genital
49349,pc3y.00,other specified anomalies of uterus,,Genital
20175,pc3z.00,anomalies of uterus nos,,Genital
37166,pc4..00,"cervical, vaginal and external female genital anomalies",,Genital
46001,pc40.00,"cervical/vaginal/external female genital anomalies, unspec",,Genital
98842,pc41.00,embryonic cyst of cervix/vagina/external female genitalia,,Genital
52813,pc41000,congenital cyst of canal of nuck,,Genital
94803,pc41011,patent canal of nuck,,Genital
72382,pc41100,embryonal cyst of vagina,,Genital
59290,pc41200,congenital cyst of vulva,Yes,Genital
97489,pc41300,embryonic cyst of cervix,,Genital
103074,pc41z00,embryonic cyst cervix/vagina/external female genitalia nos,,Genital
9697,pc42.00,imperforate hymen,Yes,Genital
39115,pc43.00,"rectovaginal fistula, congenital",,Genital
34242,pc4y.00,"other cervical, vaginal and external female genital anomaly",,Genital
57934,pc4y000,congenital absence of cervix,,Genital
64895,pc4y100,agenesis of cervix,,Genital
57747,pc4y200,congenital absence of clitoris,,Genital
33252,pc4y400,congenital absence of vagina,,Genital
66507,pc4y411,rudimentary vagina,,Genital
31737,pc4y500,agenesis of vagina,,Genital
102452,pc4y600,congenital absence of vulva,Yes,Genital
66234,pc4y611,congenital absence of labium major,,Genital
104930,pc4y612,congenital absence of labium minor,,Genital
57195,pc4y700,agenesis of vulva,Yes,Genital
32484,pc4y800,congenital stenosis of cervical canal,,Genital
37200,pc4y900,congenital stenosis of vagina,,Genital
62647,pc4y911,congenital stricture of vagina,,Genital
65385,pc4ya00,atresia of cervix,,Genital
36548,pc4yb00,atresia of vagina,,Genital
24743,pc4yb11,imperforate vagina,Yes,Genital
30143,pc4yc00,congenital vaginal cyst nec,,Genital
38892,pc4yd00,fusion of vulva,,Genital
18504,pc4yd11,fusion of labia,Yes,Genital
30673,pc4ye00,congenital labial adhesions,Yes,Genital
31869,pc4yv00,other congenital anomaly of cervix,,Genital
34927,pc4yw00,other congenital anomaly of vagina,,Genital
12877,pc4yw11,vaginal septum,,Genital
27838,pc4yx00,other congenital anomaly of vulva,,Genital
37434,pc4yy00,other congenital anomaly of clitoris,,Genital
94713,pc4yy11,hooded clitoris,,Genital
44127,pc4yy12,hypertrophy of clitoris,Yes,Genital
15833,pc4yz00,other cervical/vaginal/external female genital anomaly nos,,Genital
67727,pc4z.00,"cervical, vaginal and external female genital anomaly nos",,Genital
634,pc5..00,undescended testicle,Yes,Other
10965,pc50.00,cryptorchidism,Yes,Other
44918,pc50000,"cryptorchidism, unilateral",Yes,Other
47565,pc50100,"cryptorchidism, bilateral",Yes,Other
33424,pc50z00,cryptorchidism nos,Yes,Other
5241,pc51.00,ectopic testis,Yes,Other
28215,pc5z.00,undescended testicle nos,Yes,Other
12695,pc5z.12,maldescent of testicle,Yes,Other
6794,pc5z000,"undescended testis, unilateral",Yes,Other
46552,pc5z011,"maldescent of testis, unilateral",Yes,Other
6451,pc5z100,"undescended testis, bilateral",Yes,Other
19026,pc5z111,"maldescent of testis, bilateral",Yes,Other
47515,pc6..00,hypospadias and epispadias,,Genital/Urinary
2912,pc60.00,hypospadias,,Genital
8653,pc60000,"hypospadias, penile",,Genital
44116,pc60100,"hypospadias, penoscrotal",,Genital
59186,pc60200,"hypospadias, perineal",,Genital
40156,pc60300,"hypospadias, balanic",,Genital
22511,pc60311,"hypospadias, glanular",,Genital
18716,pc60312,"hypospadias, glandular",,Genital
29629,pc61.00,epispadias,,Urinary
6633,pc62.00,congenital chordee,,Genital
66442,pc6z.00,hypospadias or epispadias nos,,Genital/Urinary
27395,pc7..00,indeterminate sex and pseudohermaphroditism,,Genital
46264,pc70.00,true hermaphroditism,,Genital
101448,pc70.11,ovotestis,,Genital
54216,pc71.00,male pseudohermaphroditism,,Genital
64539,pc72.00,female pseudohermaphroditism,,Genital
50066,pc7z.00,indeterminate sex or pseudohermaphroditism nos,,Genital
29508,pc7z000,indeterminate sex nos,,Genital
41272,pc7z011,intersex nec,,Genital
48532,pc7z100,pseudohermaphrodite nos,,Genital
97883,pc7z111,false hermaphrodite,,Genital
95165,pc8..00,congenital anomaly of male genital system,,Genital
94685,pc80.00,other specified congenital anomaly of male genital system,,Genital
27785,pcy..00,other specified genital organ anomaly,,Genital
44106,pcy0.00,absence of genital organ nec,,Genital
49245,pcy0000,congenital absence of penis,,Genital
71042,pcy0200,congenital absence of spermatic cord,,Genital
35358,pcy0300,congenital absence of vas deferens,,Genital
61189,pcy0z00,genital organ absence nec nos,,Genital
94282,pcy1.00,congenital aplasia of genital organ nec,,Genital
91739,pcy1000,congenital aplasia of prostate,,Genital
4339,pcy1200,congenital aplasia of testicle,,Genital
38020,pcy1300,congenital aplasia of scrotum,,Genital
92836,pcy1400,aplasia of penis,,Genital
57530,pcy2.00,hypoplasia of genital organ nec,,Genital
23948,pcy2000,hypoplasia of penis,Yes,Genital
9690,pcy2100,hypoplasia of testis,,Genital
51726,pcy2200,hypoplasia of scrotum,,Genital
67754,pcy2z00,hypoplasia of genital organ nec nos,,Genital
95015,pcy3.00,atresia of genital organ nec,,Genital
56100,pcy3000,atresia of ejaculatory duct,,Genital
62335,pcy3z00,atresia of genital organ nec nos,,Genital
8983,pcy4.00,anorchism,,Genital
53312,pcy4.11,congenital absence of both testes,,Genital
48765,pcy4.12,"testicular agenesis, bilateral",,Genital
27323,pcy5.00,monorchism,,Genital
28912,pcy5.11,"congenital absence of testis, unilateral",,Genital
38998,pcy5.12,"testicular agenesis, unilateral",,Genital
66290,pcy6.00,polyorchism,,Genital
17121,pcy7.00,congenital lateral curvature of penis,Yes,Genital
31019,pcy8.00,fusion of testes,,Genital
43603,pcya.00,cysts of embryonic remnants nec,,Genital
29146,pcya000,hydatid cyst of morgagni,,Genital
59487,pcya100,wolffian duct cyst,,Genital
28043,pcya200,hydatid cyst of morgagni - male,,Genital
57663,pcya300,hydatid cyst of morgagni - female,,Genital
69548,pcya400,wolffian duct cyst - male,,Genital
38911,pcya500,wolffian duct cyst - female,,Genital
43727,pcya600,cyst of embryonic remnant - male,,Genital
43654,pcya700,cyst of embryonic remnant - female,,Genital
31397,pcyb.00,doubling of vagina,,Genital
22437,pcyw.00,other congenital anomaly of testis or scrotum,Yes,Genital
39361,pcyx.00,other congenital anomaly of vas deferens or prostate,,Genital
25455,pcyy.00,other congenital anomaly of penis,,Genital
30595,pcyy000,hooded penis,Yes,Genital
17653,pcyy100,webbed penis,Yes,Genital
64313,pcyyz00,other congenital anomaly of penis nos,,Genital
4338,pcyz.00,other specified genital organ anomaly nos,,Genital
31756,pcz..00,genital organ anomaly nos,,Genital
25382,pd...00,urinary system congenital anomalies,,Urinary
30097,pd0..00,renal agenesis and dysgenesis,,Urinary
27474,pd00.00,"renal agenesis, unspecified",,Urinary
63634,pd00000,bilateral renal agenesis,,Urinary
31961,pd00100,unilateral renal agenesis,,Urinary
55985,pd00z00,"renal agenesis, unspecified nos",,Urinary
27471,pd01.00,congenital renal atrophy,,Urinary
3314,pd02.00,congenital absence of kidney,,Urinary
71154,pd02000,bilateral congenital absence of kidneys,,Urinary
23958,pd02100,unilateral congenital absence of kidney,,Urinary
65407,pd02z00,congenital absence of kidney nos,,Urinary
4764,pd03.00,hypoplasia of kidney,,Urinary
42925,pd03000,bilateral renal hypoplasia,,Urinary
23960,pd03011,potter's syndrome,,Urinary
30650,pd03100,unilateral renal hypoplasia,,Urinary
10063,pd04.00,dysplasia of kidney,,Urinary
9500,pd04000,bilateral renal dysplasia,,Urinary
20878,pd04011,bilateral renal dysgenesis,,Urinary
24120,pd04100,unilateral renal dysplasia,,Urinary
54656,pd04111,unilateral renal dysgenesis,,Urinary
105657,pd04200,renal dysplasia and retinal aplasia,,Urinary
54798,pd04z00,dysplasia of kidney nos,,Urinary
29659,pd0z.00,renal agenesis or dysgenesis nos,,Urinary
15917,pd1..00,congenital cystic kidney disease,,Urinary
20629,pd1..11,congenital cystic renal disease,,Urinary
17523,pd10.00,"congenital renal cyst, single",Yes,Urinary
18331,pd13.00,multicystic renal dysplasia,,Urinary
59018,pd1y.00,other specified congenital cystic kidney disease,,Urinary
59031,pd1yz00,other congenital cystic kidney disease nos,,Urinary
50331,pd1z.00,congenital cystic kidney disease nos,,Urinary
30445,pd2..00,renal pelvis and ureter obstructive defects,,Urinary
49700,pd20.00,atresia of ureter,,Urinary
29096,pd21.00,occlusion of ureter,,Urinary
59736,pd21.11,congenital ureteric valves,,Urinary
33355,pd22.00,congenital stricture of ureter,,Urinary
50820,pd22.11,congenital stenosis of ureter,,Urinary
97464,pd22000,"congenital stricture of ureter, unspecified",,Urinary
27646,pd22100,congenital stricture of ureteropelvic junction,,Urinary
96829,pd22200,congenital stricture of ureterovesical orifice,,Urinary
69191,pd22z00,congenital stricture of ureter nos,,Urinary
5379,pd23.00,congenital hydronephrosis,,Urinary
22571,pd23.11,congenital dilated renal pelvis,,Urinary
26403,pd24.00,congenital dilatation of ureter,,Urinary
46116,pd25.00,hydroureter - congenital,,Urinary
5099,pd26.00,megaloureter - congenital,,Urinary
37491,pd27.00,ureterocele - congenital,,Urinary
43336,pd2y.00,other specified obstructive defect of renal pelvis or ureter,,Urinary
46177,pd2z.00,obstructive defect of renal pelvis or ureter nos,,Urinary
4430,pd3..00,other specified renal anomaly,,Urinary
52700,pd30.00,accessory kidney,,Urinary
59280,pd30.11,duplication of kidney,,Urinary
32963,pd30.12,renal duplication nec,,Urinary
60051,pd30.13,supernumerary kidney,,Urinary
56531,pd31.00,congenital calculus of kidney,,Urinary
38927,pd32.00,congenital displaced kidney,,Urinary
67478,pd33.00,discoid kidney,,Urinary
28362,pd34.00,double kidney with double pelvis,,Urinary
4431,pd34.11,duplex kidneys,,Urinary
24709,pd34.12,pyelon duplex,,Urinary
15142,pd35.00,ectopic kidney,,Urinary
32543,pd35.11,pelvic kidney,,Urinary
54820,pd36.00,fusion of kidneys,,Urinary
56958,pd37.00,giant kidney,Yes,Urinary
2810,pd38.00,horseshoe kidney,,Urinary
16523,pd39.00,hyperplasia of kidney,,Urinary
45794,pd3a.00,lobulation of kidney,,Urinary
53965,pd3b.00,malrotation of kidney,,Urinary
92988,pd3c.00,triple kidney with triple pelvis,,Urinary
69272,pd3c.12,pyelon triplex,,Urinary
29780,pd3d.00,enlarged kidney,,Urinary
109475,pd3e.00,cake kidney,,Urinary
105765,pd3f.00,bifid kidney,,Urinary
15420,pd3z.00,other specified renal anomaly nos,,Urinary
42500,pd4..00,other specified ureter anomalies,,Urinary
63227,pd40.00,absent ureter,,Urinary
69810,pd41.00,accessory ureter,,Urinary
64616,pd42.00,deviation of ureter,,Urinary
63963,pd43.00,displaced ureteric orifice,,Urinary
3725,pd44.00,double ureter,,Urinary
38107,pd44.11,duplication of ureter,,Urinary
23545,pd45.00,ectopic ureter,,Urinary
105821,pd45.12,ectopic insertion of ureter,,Urinary
15901,pd46.00,anomalous ureter implantation,,Urinary
24918,pd47.00,congenital vesico-uretero-renal reflux,Yes,Urinary
31469,pd4z.00,other specified ureter anomaly nos,,Urinary
36549,pd5..00,exstrophy of urinary bladder,,Urinary
108545,pd5..11,ectopia vesicae,,Urinary
99053,pd5..12,ectopic bladder,,Urinary
35770,pd50.00,ectopic bladder,,Urinary
10744,pd50.11,ectopia vesicae,,Urinary
64965,pd5z.00,exstrophy of urinary bladder nos,,Urinary
47679,pd6..00,urethra and bladder neck atresia and stenosis,,Urinary
19654,pd60.00,congenital bladder neck obstruction,,Urinary
97475,pd60000,atresia of bladder neck,,Urinary
31125,pd60100,stenosis of bladder neck,,Urinary
47854,pd60z00,congenital bladder neck obstruction nos,,Urinary
34741,pd61.00,congenital obstruction of urethra,,Urinary
